url,MU_dots,MU_hypens,MU_at,MU_and,MU_percentage,MU_slash,MU_star,MU_comma,MU_semicolon,MU_dollar,MU_colon,MU_question,MU_space,MU_underscore,MU_equal,MU_hash,length,having_ip,redirection,https_domain,pish_word,has_tinyURL,length_longest_word,type
lakearrowhead.com,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0
ovguide.com,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,62,0
dantri.com.vn,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,78,0
homepages.rootsweb.ancestry.com,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33,1
travel.usnews.com,3,0,0,0,0,7,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,22,0
archiver.rootsweb.ancestry.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,32,0
kansascity.com,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,36,1
brennanfraser.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0
culturemob.com,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,56,1
fandango.com,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,1
jptscareband.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0
query.nytimes.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,66,0
vitals.com,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22,1
sourceforge.net,1,0,0,0,24,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,17,0
asiaenvironmentalpartners.com,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0
vintagekansascity.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23,0
facebook.com,3,0,0,2,0,4,0,0,0,0,1,1,0,0,3,0,1,0,0,1,0,0,33,0
interceder.net,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,16,1
bloody-disgusting.com,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,23,1
examiner.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75,1
icelebz.com,3,0,0,1,0,5,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,13,0
fondation-langlois.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0
wikinfo.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,46,1
saugeentimes.com,3,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0
beenverified.com,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0
hollywoodreporter.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,42,0
cantonese-tutorials.110mb.com,2,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,31,0
cnn.com,1,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1
superiorpics.com,4,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0
watchmoviee.net,1,0,0,0,19,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,36,0
ftvdb.bfi.org.uk,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1
rivals.yahoo.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,0
rottentomatoes.com,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,20,1
au.linkedin.com,1,11,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,1
livestrong.com,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,1
landwatch.com,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,28,1
highbeam.com,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,19,1
dictionary.sensagent.com,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,0
answers.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0
buzzfil.net,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,86,1
lowercolumbia.edu,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,1
censor.net.ua,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,105,0
tricyclefetish.com,4,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,20,0
blackburnfoundationhorses.com,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,31,1
en.wikipedia.org,4,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20,0
canvaz.com,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1
lowelldevilshockey.com,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1
en.wikipedia.org,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0
babal.net,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,223,0
ca.sports.yahoo.com,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1
legacy.com,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,66,1
usmilitary.about.com,3,0,0,0,0,3,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,22,1
alacrastore.com,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,31,1
amazon.com,2,3,0,3,0,1,0,0,0,0,0,1,0,2,4,0,0,0,0,1,0,0,28,1
aspenbaycandles.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0
classictvads.com,6,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0
gohabs.com,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0
juggle.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0
manpaper.com,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,0
rocketnews24.com,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,701,1
macongeorgia.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1
distractify.com,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,1
dbpedia.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0
absoluteastronomy.com,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0
onlinesportshandicapping.com,3,2,0,0,0,7,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,72,0
bestuff.com,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,1
depositaccounts.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,0
companieshouseireland.blogspot.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,36,0
myspace.com,1,12,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,1
spartannation.com,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,107,1
home.sprintmail.com,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,0
pacebus.com,1,0,0,0,27,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0
thenextweb.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,101,0
mylife.com,1,0,0,0,21,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0
merlin.wikia.com,1,6,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,18,1
en.wikipedia.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,1
youtube.com,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0
linkedin.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0
thepiratebay.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72,0
superhighstreet.com,4,0,0,0,0,8,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,31,0
fontshop.com,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,1
youtube.com,4,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,29,0
flickr.com,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,12,1
kino.com,1,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1
howmanyofme.com,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0
tokyohairstyles.blogspot.com,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,32,1
greenscene.me,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,50,0
serverfault.com,2,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,51,0
stackoverflow.com,4,0,0,0,0,8,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,63,0
vacationsbyrail.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,0
lowellfive.com,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,16,1
ticketluck.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25,1
sec.edgar-online.com,3,0,0,1,0,5,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,26,0
source.theengineer.co.uk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,39,0
plarium.com,2,1,0,1,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,21,1
realscreen.com,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,1
bookfinder.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0
encyclopedia2.thefreedictionary.com,2,2,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,37,0
facebook.com,2,1,0,0,98,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,17,1
en.goldenmap.com,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1
rivals.yahoo.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0
dogfederationofnewyork.blogspot.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37,0
tunein.com,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,23,1
britannica.com,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16,1
soccerchris.com,13,0,0,0,0,4,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,54,1
techcrunch.com,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,58,1
lyrics007.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72,0
canada-heros.com,7,4,0,12,0,5,0,0,12,0,2,1,0,1,12,0,0,0,0,1,0,0,20,0
hockeydb.com,6,1,0,1,0,14,0,0,1,0,3,2,0,0,2,0,0,0,0,1,0,0,61,0
nesn.com,1,0,0,0,27,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,83,0
goinnativerecords.com,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,23,1
en.wikipedia.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0
tcpca.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0
mylust.com,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,79,1
classicmoviemusicals.com,2,1,0,0,0,13,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,26,0
atlasshrugs2000.typepad.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,107,0
fpgatechnologies.com,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,1
zillow.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,36,0
simplemachines.net,2,0,0,4,0,5,0,0,0,0,1,1,0,0,4,0,0,0,0,1,0,0,20,0
en.wikipedia.org,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1
lumal.com,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0
nelsonmadisonfilms.com,2,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,24,1
pophistorydig.com,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,1
gopsusports.com,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,1
virtualtourist.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,40,0
boards.ancestry.netscape.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,30,0
reagan.utexas.edu,3,3,0,4,0,7,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,19,0
wistv.com,2,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30,0
deepazworld.blogspot.com,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,26,0
mylife.com,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0
ausbcomp.com,4,0,0,2,0,6,0,0,2,0,1,2,0,0,3,0,1,0,0,1,0,0,14,0
blackinformant.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,59,0
metalodyssey.wordpress.com,3,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,85,0
hollywoodlife.com,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,68,1
whptv.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1
powerplantjobs.com,2,1,0,0,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,64,0
relatingtodogs.com,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1
drugsense.org,3,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,25,1
tutorgig.com,1,16,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,34,1
facebook.com,2,0,0,0,0,5,0,0,0,0,1,1,0,9,1,0,0,0,0,1,0,0,17,1
myspace.com,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0
ethixmerch.com,2,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,26,0
sporting-heroes.net,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37,1
torrentreactor.net,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,81,0
nme.com,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,12,1
jcbikeclub.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,162,0
scottmunsonmusic.com,2,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,38,1
celebrityseats.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0
en.wikipedia.org,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,90,0
enotes.com,1,12,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,59,1
www.gov.uk,3,5,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,50,0
freepages.genealogy.rootsweb.ancestry.com,2,0,0,0,0,4,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,43,0
answers.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0
facebook.com,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0
videosurf.com,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1
nme.com,2,9,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,1
allegro.pl,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,93,1
americaswealthmanagementshow.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0
twitter.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,923,0
friendseat.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,24,0
snooth.com,2,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,34,1
zoominfo.com,7,3,0,0,0,9,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,32,0
spoke.com,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1
linkedin.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1
jcs-group.com,4,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,16,0
opednews.com,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,85,1
spoke.com,3,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,12,1
countyhistory.com,3,1,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19,0
manta.com,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,1
snowcaptraffic.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0
fact-index.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,0
dnr.state.oh.us,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0
nyhystericalsociety.com,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,25,1
atwiki.jp,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,431,0
exposay.com,1,15,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,41,1
tournaments.usyouthsoccer.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,43,1
photos.lucywho.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,0
nomads.ncdc.noaa.gov,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0
mesquitenevada.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0
classicchristianscience.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29,0
absoluteastronomy.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,38,0
mylife.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0
bananasmusic.com,1,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,55,1
en.wikipedia.org,5,0,0,8,4,4,0,0,0,0,1,1,0,2,9,0,0,0,0,1,0,0,33,0
collegebasketball.rivals.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,72,0
rheumatology.oxfordjournals.org,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,33,1
hubpages.com,2,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,33,1
icehockey.wikia.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1
tonyskansascity.com,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,45,1
stockhouse.com,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,47,1
heavy-metal-rock-fan.blogspot.com,1,5,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,35,0
perfectpeople.net,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19,0
uk.linkedin.com,1,0,0,0,27,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,0
isfdb.org,9,1,0,3,0,7,0,0,4,0,1,1,0,0,4,0,0,0,0,1,0,0,32,0
liquida.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0
en.wikipedia.org,2,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,1
amazon.com,4,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,26,0
facebook.com,1,7,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0
spankbang.com,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,63,1
dictionary.sensagent.com,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,26,1
montrealoutrigger.com,1,4,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23,0
youtube.com,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29,0
manta.com,3,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,24,0
pinellas-park.com,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,1
fundrace.huffingtonpost.com,1,0,0,0,24,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,55,0
finance.yahoo.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48,1
overdrive.biblioottawalibrary.ca,4,3,0,0,0,9,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,68,0
tomfolio.com,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,1
medlibrary.org,3,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,32,0
amazon.com,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,1
facebook.com,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1
gonzoscience.com,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0
en.wikipedia.org,4,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,0
canadafreepress.com,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1
gamespot.com,2,0,0,1,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,20,1
answers.com,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,13,1
velonews.competitor.com,3,1,0,0,2,6,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,76,0
pornsharing.com,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,66,1
encyclopedia2.thefreedictionary.com,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37,0
movtainment.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,194,0
elyrics.net,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1
youtube.com,3,0,0,1,0,5,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,29,0
facebook.com,2,2,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,20,0
kusports.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,30,0
ottawastart.com,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,17,1
tributes.com,2,1,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,34,1
dictionary.reference.com,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,1
quiltsoup.com,1,0,0,0,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0
theblurb.ca,1,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19,0
web.pollockpaper.com,1,0,0,0,22,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,22,0
facebook.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0
soundcloud.com,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,1
plarium.com,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29,1
frbo.com,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,0
politicalforum.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,56,0
suvana.com,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0
music.yahoo.com,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,33,1
mmo-champion.com,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,66,0
torrentreactor.net,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,37,1
worldoftanks.ru,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,33,1
kffl.com,1,0,0,0,24,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0
djatrak.com,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,1
vault.com,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26,1
